Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Website,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Investments,Number of Lead Investments,Number of Portfolio Organizations,Primary Industry,Primary Industry URL,Industry Groups,Founders,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Lead Investors,Number of Lead Investors,Number of Investors
Exensor Security International AB,https://www.crunchbase.com/organization/exensor-security-international-ab,,"Cyber Security, Information Technology, Manufacturing, Semiconductor","Lund, Skane Lan, Sweden",Exensor Security International AB focus on customer needs by adapting our solutions to meet their specific requirements.,"650,429","European Union (EU), Nordic Countries, Scandinavia",Active,1985-01-01,year,2017-08-02,day,For Profit,http://www.exensor.com/,,,,,,,,,,,,"Hardware, Information Technology, Manufacturing, Privacy and Security, Science and Engineering",,,51-100,,M&A,,,,,,,,,,,,,,,,,,,
Arbit,https://www.crunchbase.com/organization/arbit-dd6b,,"Information Technology, Network Security, Software","Hvidovre, Hovedstaden, Denmark",Arbit uses data diode technology to offer a wide range of cross domain solutions for high security networks.,"696,775","European Union (EU), Nordic Countries, Scandinavia",Active,2006-01-01,year,,,For Profit,https://arbitcds.com/,,,,,,,,,,,,"Information Technology, Privacy and Security, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
IABG,https://www.crunchbase.com/organization/iabg,,"Consulting, Government, Information Technology, Security","Ottobrunn, Bayern, Germany",IABG is a leading European technology and science service provider,"741,497","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1961-01-01,year,,,For Profit,http://www.iabg.de/en.html,,,,,1,,1,1,1,,,"Government and Military, Information Technology, Privacy and Security, Professional Services",Thomas Johannes Dittler,1,1001-5000,,,,,,,,,,,,,,,,,,,,,
Sol.One,https://www.crunchbase.com/organization/sol-one-b813,,"Air Transportation, Hardware, Software","Bruges, West-Vlaanderen, Belgium","Sol.One is a hardwae company that offers flight control, battery MGMT, ground station, comms, and logging hardwares.","745,367","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2014-01-01,year,,,For Profit,https://www.sol.one,,,,,,,,,,,,"Hardware, Software, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,
Bayern Chemistry,https://www.crunchbase.com/organization/bayern-chemistry,,"Aerospace, Manufacturing, Mechanical Engineering","Aschau Am Inn, Bayern, Germany",Bayern Chemistry is a missile system company that uses missile and space propulsion technology.,"745,625","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1969-07-01,month,,,For Profit,https://www.bayern-chemie.com,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,101-250,,,,,,,,,,,,,,,,,,,,,
Motor Oil Hellas Corinth Refineries SA,https://www.crunchbase.com/organization/motor-oil-hellas-corinth-refineries-sa,,Oil and Gas,"Athens, Attiki, Greece",Motor Oil (Hellas) Corinth Refineries S.A. refines crude oil. The Company produces and offers petroleum products and lubricants.,"746,419","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1972-01-01,year,,,For Profit,http://www.moh.gr,,,,,,,,,,,,"Energy, Natural Resources","George Alexandrides, Vardis J. Vardinoyannis",2,1001-5000,1,,2023-07-14,,,,Grant,,,,,,,,,,,The European Innovation Fund,The European Innovation Fund,1,1
Tokyo Steel,https://www.crunchbase.com/organization/tokyo-steel,,"Industrial, Manufacturing","Kasumigaseki, Tokyo, Japan",Tokyo Steel is a building materials and steel products manufacturing company.,"748,877",Asia-Pacific (APAC),Active,1934-11-23,day,1974-07-08,day,For Profit,http://www.tokyosteel.co.jp/,,,,,,,,,,,,Manufacturing,,,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
GEM elettronica,https://www.crunchbase.com/organization/gem-elettronica,,"Electronics, Manufacturing, Marine Technology, Navigation","San Benedetto Del Tronto, Marche, Italy",GEM elettronica is a designer and manufacturer of maritime and surveillance systems.,"752,975","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1977-01-01,year,2024-09-23,day,For Profit,http://www.gemrad.com,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Navigation and Mapping, Science and Engineering",,,51-100,,M&A,,,,,,,,,,,,,,,,,,,
Saab Sensis Corporation,https://www.crunchbase.com/organization/saab-sensis-corporation,,"National Security, Operating Systems, Technical Support","East Syracuse, New York, United States","Saab Sensis Corporation is a global provider of air defense, air traffic control, airline and airport operations management.","757,896","East Coast, Northeastern US",Active,1985-01-01,year,,,For Profit,https://saab.com/saab-sensis,,,,,,,,,,,,"Government and Military, Information Technology, Other, Platforms, Software",,,251-500,2,,2014-09-17,71018,USD,71018,Grant,,,,,,,,570769,USD,570769,NYSERDA,,,1
SIREHNA,https://www.crunchbase.com/organization/sirehna,,"Information Technology, Marine Technology, Software","Bouguenais, Pays de la Loire, France",SIREHNA offers services and products to secure navigation for marine industries.,"787,858","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1986-01-01,year,,,For Profit,https://www.sirehna.com,,,,,,,,,,,,"Information Technology, Science and Engineering, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,
Adimec Advanced Image Systems,https://www.crunchbase.com/organization/adimec-advanced-image-systems,,"Computer Vision, Health Care, Product Design, Security","Eindhoven, Noord-Brabant, The Netherlands","Adimec are imaging experts with a variety of machine vision, healthcare, global security, custom solutions and more variants of cameras.","788,438","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1992-01-01,day,2024-02-13,day,For Profit,http://www.adimec.com,,,,,,,,,,,,"Design, Hardware, Health Care, Privacy and Security, Software","Bas Heijn, Jochem Herrmann, Just Smit",3,101-250,,M&A,,,,,,,,,,,,,,,,,,,
Embedded Engineering,https://www.crunchbase.com/organization/embedded-accoustics,,"Medical Device, Speech Recognition","Delft, Zuid-Holland, The Netherlands",Embedded Engineering specializes in offering products and services for measuring and improving speech intelligibility.,"791,628","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2010-01-01,day,,,For Profit,http://www.embeddedacoustics.com/,,,,,,,,,,,,"Data and Analytics, Health Care, Software",,,1-10,1,,2010-04-01,,,,Non-equity Assistance,,,,,,,,,,,YES!Delft,,,1
Saab-Maritime Traffic Management business,https://www.crunchbase.com/organization/saab-maritime-traffic-management-business,,"Marine Technology, Marine Transportation","Stockholm, Stockholms Lan, Sweden","Saab’s Maritime Traffic Management solutions span a wide range to support authorities, shipping industries and service providers.","792,320","European Union (EU), Nordic Countries, Scandinavia",Active,1937-01-01,year,2022-11-30,day,For Profit,https://www.saab.com/products/naval/maritime-traffic-management,,,,,,,,,,,,"Science and Engineering, Transportation",,,,,M&A,,,,,,,,,,,,,,,,,,,
Satways,https://www.crunchbase.com/organization/satways-73bd,,"Geospatial, Public Safety, Security","Irákleio, Iraklion, Greece",Satways develops geospatial command and control solutions for security and public safety applications.,"853,695","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2006-05-01,month,,,For Profit,https://satways.net,,,,,,,,,,,,"Data and Analytics, Government and Military, Navigation and Mapping, Privacy and Security",,,11-50,,,,,,,,,,,,,,,,,,,,,
News Corp India,https://www.crunchbase.com/organization/news-technology-services,,"Analytics, Information Technology","Bangalore, Karnataka, India",News Corp India develops enterprise mobile apps and offers analytics services.,"864,887",Asia-Pacific (APAC),Closed,2015-01-01,year,2017-06-28,day,For Profit,https://newscorp.com/,,,,,,,,,,,,"Data and Analytics, Information Technology",Rajan Parasuraman,1,251-500,,M&A,,,,,,,,,,,,,,,,,,,
TEST-FUCHS GmbH,https://www.crunchbase.com/organization/test-fuchs-gmbh,,"Aerospace, Air Transportation, Manufacturing","Gross-siegharts, Niederosterreich, Austria",TEST-FUCHS has been developing and manufacturing test systems for the aerospace industry for more than 70 years now.,"880,695","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1946-02-01,month,,,For Profit,https://www.test-fuchs.com,,,,,,,,,,,,"Manufacturing, Science and Engineering, Transportation",,,251-500,,,,,,,,,,,,,,,,,,,,,
Nexa Technologies,https://www.crunchbase.com/organization/nexa-technologies,,"Financial Services, Software","Richardson, Texas, United States","Nexa is a pioneer trading technology provider, offering innovative trading solutions.","908,338","Dallas/Fort Worth Metroplex, Southern US",Closed,1999-01-01,year,,,For Profit,http://home.nexatechnologies.com,,,,,,,,,,,,"Financial Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
tns,https://www.crunchbase.com/organization/tns-9a94,,"Developer APIs, Information Technology, Software","Cúcuta, Norte de Santander, Colombia","TNS offers global connectivity and infrastructure-as-a-service for critical transactions in communications, financial, and payments markets.","919,799",Latin America,Active,1992-01-01,year,,,For Profit,https://tns.co,,,,,,,,,,,,"Information Technology, Software",,,51-100,,,,,,,,,,,,,,,,,,,,,
BAOSTEEL,https://www.crunchbase.com/organization/baosteel,,"Industrial Manufacturing, Manufacturing","Shanghai, Shanghai, China",BAOSTEEL is engaged in the manufacture and trading of iron and steel products and byproducts.,"932,485",Asia-Pacific (APAC),Active,1978-01-01,year,2000-12-12,day,For Profit,http://www.baosteel.com/group_en/,1,,,,,,3,1,3,,,Manufacturing,,,10001+,1,M&A,2019-01-01,,,,Post-IPO Equity,,,,Post-IPO Equity,,,,,,,CPP Investments,,,1
Criffin R&D,https://www.crunchbase.com/organization/criffin-r-d,,"Apps, Gaming, Virtual Reality","London, England, United Kingdom",Criffin R&D is an early stage startup developing innovative omnidirectional treadmill used in gaming and other virtual reality,"943,974","Europe, Middle East, and Africa (EMEA)",Active,2012-01-01,year,,,For Profit,http://criffin.com,,,,,,,,,,,,"Apps, Gaming, Hardware, Software",PEETER NIELER,1,1-10,,,,,,,,,,,,,,,,,,,,,
Jafral,https://www.crunchbase.com/organization/jafral,,"Analytics, Biotechnology, Manufacturing, Test and Measurement","Ljubljana, Ljubljana Urban Commune, Slovenia","Jafral is a contract manufacturing and research organization that specializes in phage, pDNA, and protein production.","962,051","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2011-01-01,year,,,For Profit,https://jafral.com,,,,,,,,,,,,"Biotechnology, Data and Analytics, Manufacturing, Science and Engineering",Frenk Smrekar,1,11-50,,,,,,,,,,,,,,,,,,,,,
Beyond Semiconductor,https://www.crunchbase.com/organization/beyond-semiconductor,,Consumer Electronics,"Ljubljana, Ljubljana Urban Commune, Slovenia",Beyond Semiconductor engineers IP and ASICs and helps businesses offer differentiated products.,"962,874","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2005-01-01,year,,,For Profit,http://www.beyondsemi.com,,,,,,,,,,,,"Consumer Electronics, Hardware",,,11-50,,,,,,,,,,,,,,,,,,,,,
Altechna,https://www.crunchbase.com/organization/altechna,,"Information Technology, Manufacturing, Nanotechnology","Vilnius, Vilniaus Apskritis, Lithuania",Laser related components and technologies,"975,230","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1996-01-01,year,2020-10-23,day,For Profit,https://www.altechna.com/,,,,,,,,,,,,"Information Technology, Manufacturing, Science and Engineering",,,51-100,1,M&A,2013-03-18,3000000,EUR,3884088,Private Equity,3000000,EUR,3884088,Private Equity,3000000,EUR,3884088,3000000,EUR,3884088,LitCapital,LitCapital,1,1
Grupo Mexico,https://www.crunchbase.com/organization/grupo-mexico,,"Manufacturing, Mining, Precious Metals","Mexico City, Distrito Federal, Mexico",Grupo México is a corporation in Mexico and the third largest copper producer in the world through ASARCO.,"984,405",Latin America,Active,1978-01-01,year,2000-06-30,day,For Profit,http://www.gmexico.com,1,,,,,,,,,,,"Manufacturing, Natural Resources","Larrea Mota Velasco, Raúl Antonio Escobedo",2,10001+,,IPO,,,,,,,,,,,,,,,,,,,
Lambda-X,https://www.crunchbase.com/organization/lambda-x,,"Manufacturing, Medical, Optical Communication","Nivelles, Brabant Wallon, Belgium","LAMBDA-X specializes in ophthalmic products that design and manufactures optical systems for space, industrial and medical applications.","1,050,698","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1996-06-16,day,,,For Profit,http://www.lambda-x.com,,,,,,,,,,,,"Hardware, Health Care, Manufacturing",Olivier Dupont,1,11-50,,,,,,,,,,,,,,,,,,,,,
Optimal Group,https://www.crunchbase.com/organization/optimal-group-1c19,,"Industrial, Industrial Engineering, Manufacturing","Cascais, Lisboa, Portugal",Optimal Group specializes in the engineering and manufacturing of composite components.,"1,084,255","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2008-01-01,year,,,For Profit,https://www.optimal.pt,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,51-100,,,,,,,,,,,,,,,,,,,,,
MSM Group,https://www.crunchbase.com/organization/msm-group-f2cb,,"Aerospace, Industrial Engineering, Manufacturing","Dubnica, Trencin, Slovakia (Slovak Republic)","MSM Group specializes in producing special custom containers, mobile, and air traffic control towers.","1,100,396","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1927-01-01,year,,,For Profit,https://www.msm.sk,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,1001-5000,,,,,,,,,,,,,,,,,,,,,
Celestia Satellite Test & Simulation,https://www.crunchbase.com/organization/celestia-satellite-test-simulation,,"Satellite Communication, Technical Support, Telecommunications","Noordwijk, Zuid-Holland, The Netherlands","Celestia Satellite Test & Simulation BV offers satellite simulation, testing, communication, and data processing solutions.","1,109,515","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1985-01-01,year,,,For Profit,https://www.celestia-sts.com,,,,,,,,,,,,"Hardware, Information Technology, Other",,,11-50,,,,,,,,,,,,,,,,,,,,,
Hagenuk Naval Communications,https://www.crunchbase.com/organization/hagenuk-naval-communications,,"Communications Infrastructure, Logistics, Manufacturing","Flintbek, Schleswig-Holstein, Germany",Hagenuk Naval Communications company manufactures individual and turn-key internal or external communication systems for naval vessels.,"1,125,668","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1899-01-01,year,,,For Profit,https://www.hmk.atlas-elektronik.com,,,,,,,,,,,,"Hardware, Manufacturing, Transportation",,,51-100,,,,,,,,,,,,,,,,,,,,,
MarshallAI,https://www.crunchbase.com/organization/marshallai,,Artificial Intelligence (AI),"Turku, Western Finland, Finland",Detect objects and incidents in real time from any video feed through tireless and precise artificial intelligence and machine vision.,"1,164,733","European Union (EU), Nordic Countries, Scandinavia",Active,2016-01-01,year,,,For Profit,https://marshallai.com/,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,,,,,,,,,,,,,,,,,,,,,,
Sonovision Group,https://www.crunchbase.com/organization/sonovision-group,,"Industrial Engineering, Mechanical Engineering","Bagneux, Ile-de-France, France",Sonovision Group provides documents and manuals for the engineering industry.,"1,185,273","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1948-01-01,year,2014-02-14,day,For Profit,http://www.sonovisiongroup.com/,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,1001-5000,,M&A,,,,,,,,,,,,,,,,,,,
Air And Missile Defence Consulting,https://www.crunchbase.com/organization/air-and-missile-defence-consulting,,"CAD, Industrial Manufacturing, Machine Learning","Elsendorf, Bayern, Germany",Air And Missile Defence Consulting is a engineering service provider for analysis and prototype development of innovative systems.,"1,218,300","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2011-01-01,year,,,For Profit,https://amdc.de/,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Manufacturing, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
Adyta,https://www.crunchbase.com/organization/adyta,,Universities,"Porto, Lisboa, Portugal",ADYTA is a spin-off of the University of Porto,"1,219,538","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2015-01-01,year,,,For Profit,https://www.adyta.pt/en,,,,,,,,,,,,Other,"Luís Filipe Antunes, Luis Maia",2,1-10,,,,,,,,,,,,,,,,,,,,,
Nanshan Group,https://www.crunchbase.com/organization/nanshan-group,,Manufacturing,"Longkou, Shandong, China",Nanshan Group manufactures aluminum and related products.,"1,235,968",Asia-Pacific (APAC),Active,1979-01-01,year,1999-12-23,day,For Profit,http://www.nanshan.com.cn/,,,,1,1,,1,1,1,,,Manufacturing,,,10001+,,IPO,,,,,,,,,,,,,,,,,,,
Press Metal Aluminium Holdings,https://www.crunchbase.com/organization/press-metal-aluminium-holdings,,"Building Material, Manufacturing, Mining","Shah Alam, Selangor, Malaysia",Press Metal is a producer of aluminum smelting plants.,"1,277,141","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Active,1986-01-01,day,1993-08-04,day,For Profit,http://www.pressmetal.com/,,,,,,,,,,,,"Manufacturing, Natural Resources, Real Estate",Koon Kong,1,5001-10000,,IPO,,,,,,,,,,,,,,,,,,,
SoftOx Solutions,https://www.crunchbase.com/organization/softox-solutions,,"Health Care, Hospital, Medical","Oslo, Oslo, Norway","SoftOx Solutions is a Scandinavian medtech company, founded in 2012.","1,290,118","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Active,2012-01-01,day,,,For Profit,https://www.soft-ox.com/,,,,,,,,,,,,Health Care,Geir Hermod Almas,1,11-50,,,,,,,,,,,,,,,,,,,,,
HITEC Luxembourg S.A.,https://www.crunchbase.com/organization/hitec-luxembourg-s-a,,Telecommunications,"Mamer, Luxembourg, Luxembourg","HITEC Luxembourg S.A. offers high technology solutions for space, rubber testing industry, traffic management, government & defense.","1,298,629","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1986-01-01,year,,,For Profit,https://www.hitec.lu/,,,,,,,,,,,,Hardware,,,51-100,,,,,,,,,,,,,,,,,,,,,
Exatel,https://www.crunchbase.com/organization/exatel,,"Cyber Security, Telecommunications","Warszawa, Mazowieckie, Poland",Exatel is a telecommunications-based company.,"1,300,196","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1993-01-01,day,,,For Profit,https://exatel.pl/,,,,,,,,,,,,"Hardware, Information Technology, Privacy and Security",,,251-500,,,,,,,,,,,,,,,,,,,,,
Instrumentation Technologies,https://www.crunchbase.com/organization/instrumentation-technologies,,"Information Technology, Test and Measurement","Solkan, Nova Gorica Urban Commune, Slovenia",Instrumentation Technologies is a development and assembly of high-specification instrumentation for Particle Accelerators and IoT.,"1,300,516","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1998-10-01,day,2021-03-01,day,For Profit,https://www.i-tech.si,,,,,,,,,,,,"Data and Analytics, Information Technology",Rok Ursic,1,11-50,,M&A,,,,,,,,,,,,,,,,,,,
Jindal Drilling & Industries,https://www.crunchbase.com/organization/jindal-drilling-industries-ltd,,"Energy, Industrial, Industrial Engineering, Manufacturing, Mechanical Engineering, Mining","Gurgaon, Haryana, India",Jindal Drilling & Industries LTD is a creator of black and galvanized steel tubes for oil industries.,"1,397,763",Asia-Pacific (APAC),Active,1952-01-01,year,,,For Profit,http://www.jindal.com,,,,,,,,,,,,"Energy, Manufacturing, Natural Resources, Science and Engineering",,,5001-10000,,,,,,,,,,,,,,,,,,,,,
ICT Legal Consulting,https://www.crunchbase.com/organization/ict-legal-consulting,,"Consulting, Information and Communications Technology (ICT), Information Technology, Legal","Milan, Lombardia, Italy",ICT Legal Consulting is an Italian law firm.,"1,399,054","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2011-01-01,year,,,For Profit,http://www.ictlegalconsulting.com/,,,,,,,,,,,,"Information Technology, Professional Services",,,11-50,,,,,,,,,,,,,,,,,,,,,
SISTRADE,https://www.crunchbase.com/organization/sistrade,,"Consulting, Software","Madrid, Madrid, Spain","Sistrade is a software system for printing industry, namely packaging & label printing processes.","1,424,339","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2000-01-01,day,,,For Profit,http://www.sistrade.com,,,,,,,,,,,,"Professional Services, Software",,,,,,,,,,,,,,,,,,,,,,,,
China Northern Rare Earth High-Tech,https://www.crunchbase.com/organization/china-northern-rare-earth-high-tech,,"Building Material, Construction, Industrial Manufacturing, Manufacturing","Baotou, Nei Mongol, China",China Northern Rare Earth High-Tech produces and operates rare earth raw material products.,"1,459,562",Asia-Pacific (APAC),Active,1961-01-01,day,1997-09-24,day,For Profit,http://www.reht.com,,,,,,,1,,1,,,"Manufacturing, Real Estate",,,5001-10000,,IPO,,,,,,,,,,,,,,,,,,,
Lapua,https://www.crunchbase.com/organization/lapua,,Manufacturing,"Lapua, Western Finland, Finland",Lapua sells small caliber cartridges and components for civilian and professional use.,"1,460,070","European Union (EU), Nordic Countries, Scandinavia",Active,1923-01-01,year,,,For Profit,http://www.lapua.com/,,,,,,,,,,,,Manufacturing,,,251-500,,,,,,,,,,,,,,,,,,,,,
BCCS,https://www.crunchbase.com/organization/bccs-4997,,"Blockchain, Business Development, Consulting","Kaunas, Kauno Apskritis, Lithuania","BCCS supports the growth and development of the fintech industry with knowledge, talent, and technology.","1,522,749","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2019-01-01,year,,,For Profit,https://bccs.tech/,,,,,,,,,,,,"Blockchain and Cryptocurrency, Other, Professional Services",,,251-500,,,,,,,,,,,,,,,,,,,,,
TongLing Nonferrous Metals Group Holding,https://www.crunchbase.com/organization/tongling-nonferrous-metals-group-holding,,"Infrastructure, Manufacturing, Precious Metals","Tongling, Anhui, China",TongLing Nonferrous Metals Group Holding focuses on extracting copper resources and smelting copper and other non-ferrous metals.,"1,536,663",Asia-Pacific (APAC),Active,1949-12-01,month,1996-11-20,day,For Profit,http://www.tnmg.com.cn,,,,,,,,,,,,"Manufacturing, Natural Resources, Other",,,10001+,,IPO,,,,,,,,,,,,,,,,,,,
Amphinicy Technologies,https://www.crunchbase.com/organization/amphinicy-technologies,,"Hardware, Satellite Communication, Software","Béreldange, Luxembourg, Luxembourg",Amphinicy Technologies is a global software provider for companies operating in the satellite industry.,"1,586,021","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1999-01-01,year,,,For Profit,http://www.amphinicy.com/,,,,,,,,,,,,"Hardware, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
Space,https://www.crunchbase.com/organization/space-cb1f,,"IT Infrastructure, Network Security, Telecommunications","Agía Paraskeví, Ioannina, Greece",Space offers a comprehensive range of integrated ICT and security solutions and services.,"1,601,232","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1985-01-01,day,,,For Profit,http://www.space.gr,,,,,,,,,,,,"Hardware, Information Technology, Privacy and Security",,,251-500,,,,,,,,,,,,,,,,,,,,,
SIRA,https://www.crunchbase.com/organization/sira-275e,,"Cyber Security, Energy, Hardware, Information and Communications Technology (ICT), Information Technology, Software","Rome, Lazio, Italy","SIRA is an IT consulting firm that provides services, systems, and products with advanced technologies and software tools.","1,709,333","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1992-01-01,year,,,For Profit,https://www.sira.net,,,,,,,,,,,,"Energy, Hardware, Information Technology, Privacy and Security, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
MOWAG GmbH,https://www.crunchbase.com/organization/mowag-gmbh,,Information Technology,"Kreuzlingen, Sankt Gallen, Switzerland",MOWAG GmbH was founded in 1950 as a privately owned company by Engineer Walter Ruf.,"1,764,843","Europe, Middle East, and Africa (EMEA)",Active,1950-01-01,year,,,For Profit,https://www.gdels.com/,,,,,,,,,,,,Information Technology,,,51-100,,,,,,,,,,,,,,,,,,,,,
Lasertec Corporation,https://www.crunchbase.com/organization/lasertec-corporation,,"Manufacturing, Semiconductor","Yokohama, Kanagawa, Japan","Lasertec Corporation is a developer, manufacturer and seller of semiconductor and laser microscope equipment.","1,782,508",Asia-Pacific (APAC),Active,1962-08-13,day,2012-03-14,day,For Profit,https://www.lasertec.co.jp/,,,,,,,,,,,,"Hardware, Manufacturing, Science and Engineering",Yasushi Uchiyama,1,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
Piedrafita,https://www.crunchbase.com/organization/piedrafita,,"Automotive, Mechanical Engineering","Paracuellos De Jarama, Madrid, Spain","Piedrafita delivers high value-added solutions around Vehicle Engineering and Land Platforms, especially in Steering, Suspension, etc.","1,790,925","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1987-01-01,year,,,For Profit,https://www.piedrafita.com,,,,,,,,,,,,"Science and Engineering, Transportation",,,11-50,,,,,,,,,,,,,,,,,,,,,
CETENA,https://www.crunchbase.com/organization/cetena,,"Advice, Consulting, Training","Genova, Liguria, Italy","CETENA is a research center for the maritime, civil, and military sectors.","1,870,205","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1962-01-01,year,,,For Profit,https://www.cetena.it,,,,,,,,,,,,"Education, Media and Entertainment, Professional Services",,,51-100,,,,,,,,,,,,,,,,,,,,,
IRES,https://www.crunchbase.com/organization/ires-d226,,"Consulting, Market Research, Nanotechnology","Wemmel, Vlaams-Brabant, Belgium","IRES is a nanotechnology company that specializes on environmental, health, safety, as well as material digitization.","1,981,070","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2015-01-01,year,,,For Profit,https://www.innovation-res.eu,,,,,,,,,,,,"Data and Analytics, Design, Professional Services, Science and Engineering",,,11-50,,,,,,,,,,,,,,,,,,,,,
Atalaya Mining,https://www.crunchbase.com/organization/atalaya-mining,,Mining,"Huelva, Andalucia, Spain",Atalaya Mining Focused on Growth Through Expansion and Exploration.,"2,009,763","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2004-01-01,year,2005-05-09,day,For Profit,http://atalayamining.com,1,,,,,,,,,,,Natural Resources,,,101-250,1,IPO,2014-08-01,,,,Post-IPO Equity,,,,Post-IPO Equity,,,,,,,Orion Resource Partners,,,1
L-up,https://www.crunchbase.com/organization/l-up,,"Consulting, Data Management, Management Consulting, Project Management, Training","Paris, Ile-de-France, France","L-up is a science and business consulting company that offers project management, data management, and training services.","2,075,669","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2001-01-01,year,,,For Profit,https://www.l-up.com,,,,,,,,,,,,"Administrative Services, Data and Analytics, Education, Other, Professional Services",,,11-50,,,,,,,,,,,,,,,,,,,,,
Swedish construction service,https://www.crunchbase.com/organization/swedish-construction-service,,"Consulting, Life Science, Mechanical Engineering, Security","Solna, Stockholms Lan, Sweden",Swedish construction service is a consulting firm for mechanical design.,"2,085,227","European Union (EU), Nordic Countries, Scandinavia",Active,1971-01-01,year,,,For Profit,https://svekon.se,,,,,,,,,,,,"Biotechnology, Privacy and Security, Professional Services, Science and Engineering",,,11-50,,,,,,,,,,,,,,,,,,,,,
DATI Group,https://www.crunchbase.com/organization/dati-group,,"Cloud Computing, Cyber Security, Information Technology, IT Infrastructure, Software","Riga, Riga, Latvia","DATI Group offers ICT infrastructure, cloud solutions, data analytics, and satellite data applications.","2,104,242","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1993-01-01,year,,,For Profit,https://www.datigroup.com,,,,,,,,,,,,"Information Technology, Internet Services, Privacy and Security, Software",Aldis Gulbis,1,51-100,,,,,,,,,,,,,,,,,,,,,
Erdemir,https://www.crunchbase.com/organization/erdemir,,"Industrial Manufacturing, Mining, Precious Metals","Zonguldak, Bolu, Turkey",Erdemir is a Turkish domestic producer of flat steel.,"2,107,430","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Active,1965-01-01,year,1986-01-13,day,For Profit,https://www.erdemir.com.tr/corporate/,,,,,,,,,,,,"Manufacturing, Natural Resources",,,5001-10000,,IPO,,,,,,,,,,,,,,,,,,,
